第1道答案: 9’2051/4181
第3013道答案: 22’9956668/13867199
第3014道答案: 38’1692/3265
第3015道答案: 2’16640/21513
第3016道答案: 1’493/1476
第3017道答案: 39908177/104688176
第3018道答案: 2’306871398/343599329
第3019道答案: 1’491863375/949240817
第3020道答案: 5560723/19835142
第3021道答案: 5’1014943/2287143
第3022道答案: 382066857/918412738
第3023道答案: 1’912444361/965848026
第3024道答案: 5’6245809/6436710
第3025道答案: 108’625522/753865
第3026道答案: 3’4860405/6170194
第3027道答案: 38595/4793177
第3028道答案: 3’4848/166129
第3029道答案: 5’2818/7641
第3030道答案: 196657409/203105070
第3031道答案: 1196257/9385280
第3032道答案: 2’20856829/511714395
第3033道答案: 450394/2083731
第3034道答案: 374273535/520082224
第3035道答案: 216017101/517822624
第3036道答案: 30100/1481243
第3037道答案: 9’53926939/229547360
第3038道答案: 17’363739/9161856
第3039道答案: 18167/74244
第3040道答案: 748979/10135410
第3041道答案: 2’6425/83754
第3042道答案: 2’576494/3433287
第3043道答案: 1’378638997/510615394
第3044道答案: 1’4189/358224
第3045道答案: 38794/62491
第3046道答案: 736034025/2098437448
第3047道答案: 40498/104443
第3048道答案: 8870229/19558000
第3049道答案: 6’1305666/10898345
第3050道答案: 12’31282534/31364949
第3051道答案: 1’30347/46953
第3052道答案: 316529147/512218164
第3053道答案: 1’122041/179250
第3054道答案: 3’91324371/650750566
第3055道答案: 217’204553/213026
第3056道答案: 1’47420/153057
第3057道答案: 25985579/652160588
第3058道答案: 2’3913/21828
第3059道答案: 2’268824/292823
第3060道答案: 2’15146/30275
第3061道答案: 102580/6457941
第3062道答案: 5’19168079/67063240
第3063道答案: 1’743717407/1392059386
第3064道答案: 5’7025/9372
第3065道答案: 2’583261776/637234879
第3066道答案: 3’607/868
第3067道答案: 1’37379/226582
第3068道答案: 215504437/509194720
第3069道答案: 3’1061/6860
第3070道答案: 11667320/11898843
第3071道答案: 4324/9741
第3072道答案: 3249379/521694554
第3073道答案: 11453543/64671174
第3074道答案: 1’363581/700986
第3075道答案: 4’1880/14553
第3076道答案: 8000412/13805011
第3077道答案: 4’365101/541835
第3078道答案: 16’6419/13662
第3079道答案: 10158160/27154413
第3080道答案: 4’13511297/15201062
第3081道答案: 1’11959879/22175660
第3082道答案: 83668/289075
第3083道答案: 3’3749/4510
第3084道答案: 49’8167511/19547001
第3085道答案: 5’31/112
第3086道答案: 167’58133/67156
第3087道答案: 230811/253528
第3088道答案: 8’8467/9060
第3089道答案: 1’124829359/148718881
第3090道答案: 2’94018/256513
第3091道答案: 14’1240639/1876619
第3092道答案: 2’2773/22306
第3093道答案: 29’79/136
第3094道答案: 1’1917169/6595476
第3095道答案: 9’7785/15689
第3096道答案: 7’17531/120423
第3097道答案: 2’87658/110871
第3098道答案: 4’2355917/6680856
第3099道答案: 3136749/18769112
第3100道答案: 4’9367/78894
第3101道答案: 1’1671/2324
第3102道答案: 1’8741/10449
第3103道答案: 1’585423027/1255149725
第3104道答案: 8540851/14062269
第3105道答案: 1’7253/12780
第3106道答案: 1’4631/229755
第3107道答案: 34’14227579/30101984
第3108道答案: 26619925/100798918
第3109道答案: 5’56336963/64764735
第3110道答案: 299544649/503891833
第3111道答案: 537299680/948705681
第3112道答案: 1’296234205/1162206994
第3113道答案: 15’1945914/18911599
第3114道答案: 1509/9950
第3115道答案: 61’7675/12019
第3116道答案: 17978/115915
第3117道答案: 1’153563156/258163735
第3118道答案: 826354/3702621
第3119道答案: 152537/2638740
第3120道答案: 2’848889/1336900
第3121道答案: 87’2784/4693
第3122道答案: 602115/731696
第3123道答案: 5’653/1128
第3124道答案: 6’589345/6093166
第3125道答案: 2’28141/32186
第3126道答案: 2’23875497/26291200
第3127道答案: 2’4219/24864
第3128道答案: 2’125366917/409577700
第3129道答案: 13915/26137
第3130道答案: 44’2642081/3435360
第3131道答案: 524200689/1353410596
第3132道答案: 1’199499/220410
第3133道答案: 19006624/43665061
第3134道答案: 2’49080857/60474180
第3135道答案: 71856/78659
第3136道答案: 5’839/71300
第3137道答案: 1’22701/58028
第3138道答案: 202623/214052
第3139道答案: 1’46074263/81808512
第3140道答案: 1232/1641
第3141道答案: 65’12579305/17944448
第3142道答案: 1’97991027/185506848
第3143道答案: 2’10292/11141
第3144道答案: 1’56613638/159643703
第3145道答案: 160883800/289664073
第3146道答案: 7’32859/94355
第3147道答案: 8’43184/68123
第3148道答案: 1’12717/17864
第3149道答案: 1’3487201/30366336
第3150道答案: 3’3283/9025
第3151道答案: 7’6629/31383
第3152道答案: 1’61796713/751651398
第3153道答案: 5’2683/3408
第3154道答案: 2’83029209/101445376
第3155道答案: 37924/557323
第3156道答案: 31250/68103
第3157道答案: 1’74765009/97790035
第3158道答案: 7’1994/2457
第3159道答案: 22555/24512
第3160道答案: 54’760646/820039
第3161道答案: 1’285628903/431770193
第3162道答案: 12960235/58984068
第3163道答案: 74’235/634
第3164道答案: 17097/78982
第3165道答案: 6026/10881
第3166道答案: 8’13027876/16992013
第3167道答案: 12491/27900
第3168道答案: 214957/224112
第3169道答案: 1’1058957/2356123
第3170道答案: 178473175/493818288
第3171道答案: 14017/41211
第3172道答案: 15958/24617
第3173道答案: 6’23531468/36489343
第3174道答案: 309433/522340
第3175道答案: 6817/52290
第3176道答案: 3’5353/108993
第3177道答案: 310081997/685128530
第3178道答案: 15’35714/1797225
第3179道答案: 15755/20844
第3180道答案: 4’43487/110664
第3181道答案: 2’146392181/530549013
第3182道答案: 193687/279680
第3183道答案: 470939131/990645298
第3184道答案: 2’322842355/552056904
第3185道答案: 3’209849/2929920
第3186道答案: 7’20819/23659
第3187道答案: 2878/4959
第3188道答案: 79821/498160
第3189道答案: 6’36915565/51614628
第3190道答案: 3093859/4253040
第3191道答案: 6’8192/19923
第3192道答案: 2958029/19858986
第3193道答案: 1’9209/22348
第3194道答案: 1’3299077/5850372
第3195道答案: 4’23047159/24742497
第3196道答案: 4’26517/35938
第3197道答案: 11’23096/46833
第3198道答案: 1055/34286
第3199道答案: 4’58073/117600
第3200道答案: 5’2084839/6770232
第3201道答案: 1’31489/157994
第3202道答案: 3’3098753/21491522
第3203道答案: 1429131581/2113242097
第3204道答案: 7’315721/510176
第3205道答案: 1647523/2426270
第3206道答案: 4’39385523/105885675
第3207道答案: 628525/690624
第3208道答案: 1493145465/2133014054
第3209道答案: 1’1442519/3477702
第3210道答案: 23651141/36518870
第3211道答案: 6’8078/10461
第3212道答案: 24407040/89853809
第3213道答案: 16576/142203
第3214道答案: 6705/9296
第3215道答案: 178489/211044
第3216道答案: 1029378/15116965
第3217道答案: 3’12466/33575
第3218道答案: 7’68533/79925
第3219道答案: 6’59660419/106908909
第3220道答案: 30745/125458
第3221道答案: 14673004/57576859
第3222道答案: 1’786477/3002000
第3223道答案: 1’493027/1331100
第3224道答案: 1109/56000
第3225道答案: 7’1540529/1690864
第3226道答案: 873325/1226514
第3227道答案: 7’2892332/4316235
第3228道答案: 3’29899/39771
第3229道答案: 4’1289/2398
第3230道答案: 1’5284954/55503071
第3231道答案: 1’2051287/15882880
第3232道答案: 1’30717305/156171848
第3233道答案: 1544201/6025302
第3234道答案: 8’1329/5072
第3235道答案: 694/1121
第3236道答案: 264882/2871841
第3237道答案: 341/398192
第3238道答案: 619643/712518
第3239道答案: 2090023/8640240
第3240道答案: 1’22497/22919
第3241道答案: 2’49/890
第3242道答案: 3’14256/20299
第3243道答案: 17070326/26090145
第3244道答案: 10’1287/1940
第3245道答案: 20988284/209026125
第3246道答案: 1665/20774
第3247道答案: 2’1259419/3301440
第3248道答案: 1’580288605/708166016
第3249道答案: 6435/42547
第3250道答案: 10’3207288/7744859
第3251道答案: 197672675/201318026
第3252道答案: 7’22278455/29391309
第3253道答案: 3’45041539/462515651
第3254道答案: 473823/1055032
第3255道答案: 701640109/1824910774
第3256道答案: 10’9629/25004
第3257道答案: 1200938186/1455795249
第3258道答案: 1’8369/217622
第3259道答案: 4’2044453/4583618
第3260道答案: 4662463/15301812
第3261道答案: 2’69628/99841
第3262道答案: 8’21815/30668
第3263道答案: 72861096/243965185
第3264道答案: 1’35395/274896
第3265道答案: 8’54/107
第3266道答案: 838889/864864
第3267道答案: 28331/63923
第3268道答案: 1’800245457/1225658143
第3269道答案: 4526/12075
第3270道答案: 3’1153693/10697123
第3271道答案: 61’9979/24115
第3272道答案: 5’28798051/30227334
第3273道答案: 1’48357/208955
第3274道答案: 5237039/10382253
第3275道答案: 310513/333814
第3276道答案: 767/3285
第3277道答案: 2’22146352/25760875
第3278道答案: 51’571/852
第3279道答案: 5’1933/5865
第3280道答案: 3’20793/31310
第3281道答案: 1’26157/94468
第3282道答案: 1’942707/2320305
第3283道答案: 4’269/7488
第3284道答案: 481981689/1481094364
第3285道答案: 12’91604/215481
第3286道答案: 359191/1412059
第3287道答案: 1’262537675/1594083621
第3288道答案: 3’42306/259511
第3289道答案: 174470/606057
第3290道答案: 185529472/283206525
第3291道答案: 1’18520793/26730179
第3292道答案: 12’121/325
第3293道答案: 1’42248/77281
第3294道答案: 7360/464411
第3295道答案: 4’15081985/26562102
第3296道答案: 2’2203/5786
第3297道答案: 7’89585/106218
第3298道答案: 1’1207747/1633938
第3299道答案: 1’89661035/593246199
第3300道答案: 22634071/170166788
第3301道答案: 2’40260191/445536000
第3302道答案: 1’706684/17292587
第3303道答案: 5’42019/53865
第3304道答案: 2’12391773/17105870
第3305道答案: 1’653/2092
第3306道答案: 1’841163/5667030
第3307道答案: 946147364/1426200967
第3308道答案: 139838329/186126497
第3309道答案: 28892208/49897925
第3310道答案: 5’2528973/4470928
第3311道答案: 1’286148/884305
第3312道答案: 1’219697/584154
第3313道答案: 295739/11632335
第3314道答案: 2’21676343/575984560
第3315道答案: 2’249518471/525372250
第3316道答案: 1’43535/73852
第3317道答案: 40’42019/287280
第3318道答案: 4’2848/18445
第3319道答案: 21’4111/5252
第3320道答案: 437/24045
第3321道答案: 2’3985/10442
第3322道答案: 1111/236208
第3323道答案: 295711/7158360
第3324道答案: 755653/4998870
第3325道答案: 1115/632691
第3326道答案: 1’19621/22823
第3327道答案: 5’250121/259235
第3328道答案: 1’28339433/108225427
第3329道答案: 195434774/280695585
第3330道答案: 4’61495750/510457809
第3331道答案: 1’215707/445863
第3332道答案: 3’4064371/4804576
第3333道答案: 2’97139/107944
第3334道答案: 1’190096/201895
第3335道答案: 25’12302/21825
第3336道答案: 6075125/33323796
第3337道答案: 3’4226/7485
第3338道答案: 58088/128405
第3339道答案: 1’936/20335
第3340道答案: 1’6546734/442863725
第3341道答案: 38’50/461
第3342道答案: 1’261881/604160
第3343道答案: 22281164/27147285
第3344道答案: 1’129516931/265550956
第3345道答案: 4085/4488
第3346道答案: 4676/9805
第3347道答案: 1255/1694
第3348道答案: 94039/109388
第3349道答案: 1’233023/2024100
第3350道答案: 2’93947/106002
第3351道答案: 10’26160257/66352148
第3352道答案: 3’44387/57532
第3353道答案: 6’4916131/7892690
第3354道答案: 3565/4233
第3355道答案: 2’317170655/365046872
第3356道答案: 938003/1335372
第3357道答案: 5’50944333/204265285
第3358道答案: 8’7321/10098
第3359道答案: 8476/9579
第3360道答案: 5’2705/10962
第3361道答案: 11’1097984/7960645
第3362道答案: 6’2669/2730
第3363道答案: 3’7541027/9651732
第3364道答案: 19027/43656
第3365道答案: 232762243/281193282
第3366道答案: 1’74993/83160
第3367道答案: 1’698029/843465
第3368道答案: 924758243/1328370881
第3369道答案: 4’23112549/82423586
第3370道答案: 12’18094/75897
第3371道答案: 3’857663/229307432
第3372道答案: 19752597/50893706
第3373道答案: 18’122267/861883
第3374道答案: 2’4725/7453
第3375道答案: 1’35527893/927707504
第3376道答案: 2’5590/74259
第3377道答案: 1’7156411/12400959
第3378道答案: 26’604439/1030068
第3379道答案: 26860703/193725548
第3380道答案: 5311363/12919905
第3381道答案: 154584694/728660203
第3382道答案: 89609/185461
第3383道答案: 1’415812853/1631142009
第3384道答案: 6’699137/807192
第3385道答案: 1’11573451/17077984
第3386道答案: 5’92079/2168435
第3387道答案: 2’165347731/349908408
第3388道答案: 103977343/110744893
第3389道答案: 3888/97525
第3390道答案: 2825/2889
第3391道答案: 1’53329/87419
第3392道答案: 11’1308617/1656837
第3393道答案: 604’11471/27030
第3394道答案: 1’9333337/18770720
第3395道答案: 7’1991125/2302724
第3396道答案: 27’11167/120096
第3397道答案: 4’8405241/18693115
第3398道答案: 8’54106/89913
第3399道答案: 944407309/1031250604
第3400道答案: 2’133319/23390528
第3401道答案: 10’468289/2530990
第3402道答案: 5605/311802
第3403道答案: 1’24433/30831
第3404道答案: 66’21934/30461
第3405道答案: 9102246/23849215
第3406道答案: 1’564761/1327975
第3407道答案: 1’137714192/236638099
第3408道答案: 455609/1126340
第3409道答案: 4’3883/30303
第3410道答案: 88’277023/1365350
第3411道答案: 2’5013/10489
第3412道答案: 4’5163463/49764183
第3413道答案: 1’16480657/76299214
第3414道答案: 3’1786822/2107303
第3415道答案: 1’20462927/51026384
第3416道答案: 56441125/124610468
