第1道答案: 2878956/10223345
第3270道答案: 1’4363/4844
第3271道答案: 2’4172/67971
第3272道答案: 6692/64665
第3273道答案: 1’1073125/10320817
第3274道答案: 1’130428767/148438324
第3275道答案: 5’262589/275110
第3276道答案: 867499/1037158
第3277道答案: 2’67361145/195415408
第3278道答案: 660536/3843445
第3279道答案: 1’154753/483395
第3280道答案: 9460/23863
第3281道答案: 2’56954/131235
第3282道答案: 173594/19642575
第3283道答案: 1’48817011/69625075
第3284道答案: 8239399/27017755
第3285道答案: 1’27922121/63484600
第3286道答案: 1’27685237/820435200
第3287道答案: 1’440015329/660385696
第3288道答案: 1’14689/18361
第3289道答案: 6’18239/21672
第3290道答案: 652045871/825359022
第3291道答案: 12070/74907
第3292道答案: 68875/11073216
第3293道答案: 4’930473/1234506
第3294道答案: 8963/103020
第3295道答案: 3’235194591/538867588
第3296道答案: 1’177711/189914
第3297道答案: 3’4055053/4309784
第3298道答案: 2049/5317
第3299道答案: 1’11024/87025
第3300道答案: 3’587711/837056
第3301道答案: 23128128/78586181
第3302道答案: 2’1455163/1997640
第3303道答案: 155507225/308747166
第3304道答案: 15’53981/63109
第3305道答案: 1’51422205/337871768
第3306道答案: 419865115/567967217
第3307道答案: 4’10515/138266
第3308道答案: 1757/163785
第3309道答案: 1’88795/177704
第3310道答案: 4’11806084/32887583
第3311道答案: 4’9/1012
第3312道答案: 7277/17280
第3313道答案: 5’4861/9810
第3314道答案: 452547/477500
第3315道答案: 10’19796/24817
第3316道答案: 383500/9978127
第3317道答案: 4069/8118
第3318道答案: 57071/1704000
第3319道答案: 2’7607575/40038316
第3320道答案: 44279798/121527421
第3321道答案: 53161/212784
第3322道答案: 12’202894/760485
第3323道答案: 152768/218901
第3324道答案: 7’328643/782925
第3325道答案: 1239/19639
第3326道答案: 10’26111/57915
第3327道答案: 12343/342990
第3328道答案: 4’32033473/41686772
第3329道答案: 26260993/35478876
第3330道答案: 2’18913/56913
第3331道答案: 2’3249557/4431560
第3332道答案: 19’3412/3729
第3333道答案: 3’80617/101115
第3334道答案: 5291/13862
第3335道答案: 198366616/543356209
第3336道答案: 657239183/1353310504
第3337道答案: 3’24205/25228
第3338道答案: 1’81750839/108416616
第3339道答案: 3’27067494/79013761
第3340道答案: 1’53854/1101075
第3341道答案: 6’10371/15631
第3342道答案: 177513/729664
第3343道答案: 365153/923795
第3344道答案: 5’119211965/135869897
第3345道答案: 4’29735543/33956325
第3346道答案: 4’139420673/229053922
第3347道答案: 2’11577273/76656980
第3348道答案: 17451/438478
第3349道答案: 2’3334797/4417058
第3350道答案: 230171/350414
第3351道答案: 14335/14773
第3352道答案: 1’28955175/78651248
第3353道答案: 1’45973/158043
第3354道答案: 14758/30261
第3355道答案: 810953/2867130
第3356道答案: 2’7774/16605
第3357道答案: 495157547/684853890
第3358道答案: 6’56267/93577
第3359道答案: 51806673/169289503
第3360道答案: 8’58689433/88448224
第3361道答案: 1’8131/52773
第3362道答案: 1’71260326/75492617
第3363道答案: 192172/274137
第3364道答案: 2’9737/45457
第3365道答案: 5’11873/15425
第3366道答案: 2’32262/429845
第3367道答案: 1’496874813/1189122418
第3368道答案: 289477008/1008265573
第3369道答案: 14’1393/15375
第3370道答案: 12707/88486
第3371道答案: 1199173918/1577836953
第3372道答案: 62177/137970
第3373道答案: 1’18902/32033
第3374道答案: 127/1745
第3375道答案: 1’30973756/36057871
第3376道答案: 10114147/54360180
第3377道答案: 1678/4795
第3378道答案: 14561/134412
第3379道答案: 8459/37698
第3380道答案: 49046/106745
第3381道答案: 2’4837427/35180660
第3382道答案: 19206/33695
第3383道答案: 5015/143976
第3384道答案: 1389951925/1529993889
第3385道答案: 9’1121/1218
第3386道答案: 423323/900998
第3387道答案: 5’4831/230394
第3388道答案: 8780728/142208625
第3389道答案: 1’42310897/200632150
第3390道答案: 20’953/1560
第3391道答案: 10287/48257
第3392道答案: 1’14184327/62662000
第3393道答案: 1’4031623/21031857
第3394道答案: 11’20545427/62475403
第3395道答案: 319/34286
第3396道答案: 29413/29747
第3397道答案: 3503/4312
第3398道答案: 1’211465/215292
第3399道答案: 2054103656/2072639157
第3400道答案: 167330223/375063296
第3401道答案: 483923/706192
第3402道答案: 3’5931341/71813304
第3403道答案: 67144/394305
第3404道答案: 5’19681/21784
第3405道答案: 5’162667835/336853161
第3406道答案: 1’301349/308416
第3407道答案: 3’5421103/17191350
第3408道答案: 45732/76531
第3409道答案: 1’13729/24120
第3410道答案: 1’5669681/40525144
第3411道答案: 100532935/1014734548
第3412道答案: 74648/157879
第3413道答案: 3’4314/32165
第3414道答案: 17’363542/533687
第3415道答案: 1’1066/6075
第3416道答案: 196487/530883
第3417道答案: 2’73260363/262851806
第3418道答案: 2’23527/69649
第3419道答案: 1489059/39766424
第3420道答案: 1’113329/1200540
第3421道答案: 563528/4601025
第3422道答案: 94’1063/1748
第3423道答案: 1166163/14310560
第3424道答案: 2’13238/22011
第3425道答案: 12334825/16189009
第3426道答案: 243178671/633490913
第3427道答案: 3’7086417/112686812
第3428道答案: 6’22924/43035
第3429道答案: 1’13415219/63847990
第3430道答案: 83/6688
第3431道答案: 64059995/102029548
第3432道答案: 1034/16201
第3433道答案: 9’705959/1199170
第3434道答案: 8’1508887/2671676
第3435道答案: 210216431/1360176948
第3436道答案: 11’27691/892056
第3437道答案: 6’2347/20243
第3438道答案: 326811/455468
第3439道答案: 1’190310393/218597128
第3440道答案: 38’293/335
第3441道答案: 1’2752709/8413020
第3442道答案: 354250/886749
第3443道答案: 2’47988011/52120717
第3444道答案: 2’32714/72819
第3445道答案: 1’64187/85888
第3446道答案: 242538067/247489420
第3447道答案: 5’329/2325
第3448道答案: 19’12319543/20164260
第3449道答案: 12’979/17802
第3450道答案: 2’21726/64979
第3451道答案: 3’18016487/25618080
第3452道答案: 25’3121/5313
第3453道答案: 2’60707/95694
第3454道答案: 401036237/1453053302
第3455道答案: 1’19393/122070
第3456道答案: 9709/123070
第3457道答案: 6030/13511
第3458道答案: 397771/20894700
第3459道答案: 7’1993/8558
第3460道答案: 487’21/685
第3461道答案: 1’194452517/1106056136
第3462道答案: 2’19823/84803
第3463道答案: 53901/1634875
第3464道答案: 6’8826/23875
第3465道答案: 273403/363768
第3466道答案: 2’1715/3596
第3467道答案: 6’11744/11919
第3468道答案: 29462225/73523296
第3469道答案: 1’117279/234766
第3470道答案: 204601/3850220
第3471道答案: 12529867/37398888
第3472道答案: 7’40829/41572
第3473道答案: 1380/2431
第3474道答案: 26’45437/744903
第3475道答案: 12’284221/500310
第3476道答案: 1’105643/143808
第3477道答案: 2’4673953/5832120
第3478道答案: 2’2248187/8228619
第3479道答案: 1’30541/107755
第3480道答案: 1’136975126/266876613
第3481道答案: 1101331801/1661246928
第3482道答案: 30629416/158762079
第3483道答案: 31909/60279
第3484道答案: 4’9204682/15804789
第3485道答案: 6’29/330
第3486道答案: 97535/132762
第3487道答案: 2’421437/101201105
第3488道答案: 3’180832/208945
第3489道答案: 13’31685406/35769365
第3490道答案: 1339/2491
第3491道答案: 1’65514187/114935598
第3492道答案: 1’14691375/100694398
第3493道答案: 85914/128375
第3494道答案: 174045449/197850600
第3495道答案: 611903513/897181856
第3496道答案: 98’726919/2120153
第3497道答案: 969714497/1286301702
第3498道答案: 140189921/163594654
第3499道答案: 661731/895820
第3500道答案: 1’54865/111033
第3501道答案: 3’330683/4424000
第3502道答案: 3’3093/4508
第3503道答案: 34’189649/862155
第3504道答案: 2’34333/71827
第3505道答案: 2’4419377/9106944
第3506道答案: 1830161/215424118
第3507道答案: 456628738/696371775
第3508道答案: 2’17/118
第3509道答案: 1’834443/30074804
第3510道答案: 1717248195/1835122231
第3511道答案: 16’214379/299182
第3512道答案: 1’11092/145095
第3513道答案: 7’11/20
第3514道答案: 5’521077/6749952
第3515道答案: 1’365435563/1229305121
第3516道答案: 1284/1555
第3517道答案: 1’104653/116280
第3518道答案: 410232075/448346488
第3519道答案: 1’32516/227263
第3520道答案: 60’55/1827
第3521道答案: 5’18628647/27753847
第3522道答案: 3’33899602/53786439
第3523道答案: 1’114086628/180860341
第3524道答案: 1’2329/5104
第3525道答案: 1’10568771/10738700
第3526道答案: 3’2092241/25534237
第3527道答案: 1’29120/80967
第3528道答案: 158929/1321720
第3529道答案: 5’191305/319222
第3530道答案: 3’54/77
第3531道答案: 293/10626
第3532道答案: 1’17057447/17261048
第3533道答案: 14114018/23658951
第3534道答案: 2’548330586/683385875
第3535道答案: 2035/3162
第3536道答案: 2’54293/116400
第3537道答案: 713/12519
第3538道答案: 8’25187/216672
第3539道答案: 7’6731/14467
第3540道答案: 11045/279422
第3541道答案: 1’811393/862815
第3542道答案: 1’349676171/834375032
第3543道答案: 7’4770601/10249666
第3544道答案: 58’1073/1971
第3545道答案: 723307/919023
第3546道答案: 4’3341/24759
第3547道答案: 332/5225
第3548道答案: 66256/145925
第3549道答案: 6’158842/480795
第3550道答案: 8’86/7533
第3551道答案: 3’3493771/7651750
第3552道答案: 8’202561/714220
第3553道答案: 6’11780/16531
第3554道答案: 202939/330577
第3555道答案: 2’31584054/43215691
第3556道答案: 1’2267/214489
第3557道答案: 1020/15407
第3558道答案: 18’97097/270216
第3559道答案: 5’12299764/18400305
第3560道答案: 9061/41035
第3561道答案: 22’1093/6615
第3562道答案: 156’1511823/4287464
第3563道答案: 1’3923/6850
第3564道答案: 1486001667/1770915766
第3565道答案: 1’2291/31980
第3566道答案: 2’2878/19035
第3567道答案: 147864895/188359826
第3568道答案: 393618/419363
第3569道答案: 1’327811/12008829
第3570道答案: 862600/8682687
第3571道答案: 1’7539321/15417691
第3572道答案: 2’2297/15860
第3573道答案: 265091377/387880890
第3574道答案: 5108035/61656876
第3575道答案: 3’33267/33565
第3576道答案: 6141/23492
第3577道答案: 84/92329
第3578道答案: 3’9001/25069
第3579道答案: 6’23350111/322779600
第3580道答案: 3’3621499/32118417
第3581道答案: 1’19279231/29218563
第3582道答案: 893/3936
第3583道答案: 8’589231/1418802
第3584道答案: 793155/884156
第3585道答案: 69746/181753
第3586道答案: 24’120/437
第3587道答案: 5’1529383/2440240
第3588道答案: 57967/128694
第3589道答案: 2’3895918/8223105
第3590道答案: 2’144286496/186830701
第3591道答案: 2’17/143
第3592道答案: 78275/152484
第3593道答案: 3’85033/705925
第3594道答案: 11’11432/36115
第3595道答案: 4’3394969/6802020
第3596道答案: 2’104947/149792
第3597道答案: 12’540633/961856
第3598道答案: 1’5098269/6704659
第3599道答案: 44’29810/496797
第3600道答案: 11’469003/492030
第3601道答案: 712375/10558224
第3602道答案: 20’9880856/12716231
第3603道答案: 689/1134
第3604道答案: 40644197/157419425
第3605道答案: 1’431104327/588811801
第3606道答案: 16’992/2813
第3607道答案: 6’226/1025
第3608道答案: 1’8804977/40958852
第3609道答案: 5043203/13578201
第3610道答案: 6’5908695/7135598
第3611道答案: 1’1194753/31071365
第3612道答案: 4’21736/30687
第3613道答案: 2’50564/63279
第3614道答案: 31104/417635
第3615道答案: 3667083/7920770
第3616道答案: 23’40057/80480
第3617道答案: 12093513/785204021
第3618道答案: 2’1613/3556
第3619道答案: 9’20527079/25348145
第3620道答案: 8’1267/5826
第3621道答案: 5’22243/44352
第3622道答案: 7’1231/176200
第3623道答案: 1027/13584
第3624道答案: 45194755/441967968
第3625道答案: 2’54504299/96494816
第3626道答案: 300068187/634615112
第3627道答案: 37559/285285
第3628道答案: 1’249004/541575
第3629道答案: 21’52768/65043
第3630道答案: 1’217978253/309067651
第3631道答案: 3’18060937/27735360
第3632道答案: 5’13769/14760
第3633道答案: 1’27476627/61953493
第3634道答案: 18’1673/2550
第3635道答案: 3’25080742/31015803
第3636道答案: 12’17888/18693
第3637道答案: 2’633565869/657467840
第3638道答案: 23’13519/17458
第3639道答案: 4’44460676/325620599
第3640道答案: 11’19177/37961
第3641道答案: 5’9969/10622
第3642道答案: 21358591/81985932
第3643道答案: 53’108742/111631
第3644道答案: 369626/393807
第3645道答案: 1’260997631/717042002
第3646道答案: 2’60793/119505
第3647道答案: 1’11/1113
第3648道答案: 4’96894/918595
第3649道答案: 55’184339/189417
第3650道答案: 1’778200/1948133
第3651道答案: 22’515167/664620
第3652道答案: 1’236342/537141
第3653道答案: 3512819/13245815
第3654道答案: 6900536/9324315
第3655道答案: 1’301874851/654280522
第3656道答案: 5’34111709/104611857
第3657道答案: 279/305
第3658道答案: 96057/199817
第3659道答案: 113’281/342
第3660道答案: 1’18641/41109
第3661道答案: 1’195076671/1114141028
第3662道答案: 7’4669179/32501875
第3663道答案: 189647/5567856
第3664道答案: 1598/53631
第3665道答案: 2’4468/5145
第3666道答案: 2’19311/24125
第3667道答案: 18737/91154
第3668道答案: 29248/507955
第3669道答案: 1854072563/1934030624
第3670道答案: 1’435235448/519593697
第3671道答案: 10’1285227/7116682
第3672道答案: 2’407534/2359833
第3673道答案: 39763/2522880
第3674道答案: 5’23227005/44473352
第3675道答案: 472034031/926917724
第3676道答案: 2’187/576
第3677道答案: 4’35108733/84834919
第3678道答案: 5’850293/13532624
